date,open,high,low,close,volume
2023-06-28 10:10:00,118.87,118.92,118.56,118.9138,169922
2023-06-28 10:15:00,118.9,119.41,118.85,119.39,224529
2023-06-28 10:20:00,119.415,119.74,119.415,119.5599,197114
2023-06-28 10:25:00,119.57,119.97,119.48,119.84,186911
2023-06-28 10:30:00,119.8575,120.02,119.75,119.83,220995
2023-06-28 10:35:00,119.83,120.48,119.83,120.425,353181
2023-06-28 10:40:00,120.43,120.65,120.3901,120.55,259864
2023-06-28 10:45:00,120.55,120.741,120.52,120.74,205115
2023-06-28 10:50:00,120.74,121.075,120.67,120.885,278868
2023-06-28 10:55:00,120.87,120.945,120.64,120.7,115928
2023-06-28 11:00:00,120.71,120.9501,120.6734,120.9501,128576
2023-06-28 11:05:00,120.95,120.97,120.71,120.7755,143191
2023-06-28 11:10:00,120.7689,120.78,120.35,120.46,147061
2023-06-28 11:15:00,120.46,120.46,120.3244,120.39,175025
2023-06-28 11:20:00,120.395,120.395,120.08,120.08,132729
2023-06-28 11:25:00,120.08,120.13,119.95,120.1219,221725
2023-06-28 11:30:00,120.13,120.29,120.0642,120.29,155589
2023-06-28 11:35:00,120.2892,120.68,120.2778,120.6,135646
2023-06-28 11:40:00,120.6,120.65,120.38,120.61,109270
2023-06-28 11:45:00,120.61,120.62,120.4701,120.4702,71107
2023-06-28 11:50:00,120.48,120.76,120.42,120.75,72105
2023-06-28 11:55:00,120.75,120.89,120.66,120.86,124828
2023-06-28 12:00:00,120.86,120.9401,120.73,120.93,128359
2023-06-28 12:05:00,120.92,120.93,120.67,120.845,158952
2023-06-28 12:10:00,120.85,121.07,120.84,121.015,109652
2023-06-28 12:15:00,121.02,121.27,121.0,121.1775,116888
2023-06-28 12:20:00,121.18,121.24,120.87,120.95,192975
2023-06-28 12:25:00,120.935,120.98,120.585,120.71,147759
2023-06-28 12:30:00,120.7,120.71,120.51,120.7,179344
2023-06-28 12:35:00,120.695,120.74,120.5,120.58,152208
2023-06-28 12:40:00,120.575,120.6575,120.12,120.17,219158
2023-06-28 12:45:00,120.1522,120.47,120.09,120.19,177005
2023-06-28 12:50:00,120.19,120.415,120.1,120.3,139534
2023-06-28 12:55:00,120.29,120.29,120.06,120.26,117407
2023-06-28 13:00:00,120.25,120.44,120.09,120.334,96888
2023-06-28 13:05:00,120.33,120.4984,120.28,120.33,66487
2023-06-28 13:10:00,120.34,120.34,120.2001,120.34,109716
2023-06-28 13:15:00,120.34,120.34,120.2201,120.29,66287
2023-06-28 13:20:00,120.31,120.56,120.235,120.56,86789
2023-06-28 13:25:00,120.56,120.66,120.5201,120.604,67505
2023-06-28 13:30:00,120.605,120.78,120.52,120.525,116606
2023-06-28 13:35:00,120.53,120.68,120.505,120.53,98027
2023-06-28 13:40:00,120.52,120.52,120.32,120.34,108923
2023-06-28 13:45:00,120.34,120.52,120.34,120.43,78026
2023-06-28 13:50:00,120.42,120.505,120.32,120.47,80446
2023-06-28 13:55:00,120.47,120.57,120.27,120.38,83208
2023-06-28 14:00:00,120.375,120.55,120.3033,120.52,89589
2023-06-28 14:05:00,120.53,120.6,120.46,120.49,79831
2023-06-28 14:10:00,120.49,120.57,120.46,120.5399,74712
2023-06-28 14:15:00,120.53,120.71,120.48,120.6941,78575
2023-06-28 14:20:00,120.7,120.8,120.68,120.78,89116
2023-06-28 14:25:00,120.79,120.89,120.7737,120.845,119534
2023-06-28 14:30:00,120.82,120.84,120.62,120.73,98039
2023-06-28 14:35:00,120.73,120.77,120.53,120.63,93577
2023-06-28 14:40:00,120.63,120.79,120.54,120.75,124594
2023-06-28 14:45:00,120.76,120.8,120.6901,120.735,85098
2023-06-28 14:50:00,120.73,120.85,120.68,120.78,97198
2023-06-28 14:55:00,120.77,120.77,120.68,120.7499,91874
2023-06-28 15:00:00,120.76,120.86,120.7,120.7312,120906
2023-06-28 15:05:00,120.73,120.77,120.53,120.73,202485
2023-06-28 15:10:00,120.73,120.91,120.68,120.905,204638
2023-06-28 15:15:00,120.9,120.97,120.84,120.96,156328
2023-06-28 15:20:00,120.97,121.09,120.97,121.01,202488
2023-06-28 15:25:00,121.0,121.06,120.87,120.92,172211
2023-06-28 15:30:00,120.915,120.93,120.78,120.8756,204176
2023-06-28 15:35:00,120.88,121.0,120.8273,120.99,207157
2023-06-28 15:40:00,120.99,121.125,120.95,120.97,211176
2023-06-28 15:45:00,120.965,121.015,120.91,120.94,170875
2023-06-28 15:50:00,120.94,121.15,120.88,120.92,381401
2023-06-28 15:55:00,120.93,121.13,120.8,121.12,978699
2023-06-28 16:00:00,121.13,121.5,120.94,121.15,1882706
2023-06-28 16:05:00,121.27,121.45,121.08,121.3104,47631
2023-06-28 16:10:00,121.3845,121.3845,121.08,121.27,6376
2023-06-28 16:15:00,121.2722,121.35,121.2722,121.35,300
2023-06-28 16:20:00,121.34,121.34,121.33,121.33,700
2023-06-28 16:25:00,121.3129,121.3129,121.3129,121.3129,250
2023-06-28 16:30:00,121.31,121.35,121.31,121.34,3055
2023-06-28 16:35:00,121.27,121.27,121.08,121.08,414
2023-06-28 16:40:00,121.29,121.4,121.29,121.38,3616
2023-06-28 16:45:00,121.34,121.34,121.34,121.34,100
2023-06-28 16:50:00,121.34,121.34,121.22,121.3,600
2023-06-28 16:55:00,121.3,121.31,121.3,121.31,2260
